id,name,priority,who,time,status
T6711,Corporis nobis veritatis voluptates repudiandae quam accusamus totam,SHOULD,Mike,7,DONE
T6712,Magni itaque labore accusamus possimus optio,SHOULD,Joe,7,DONE
T6713,Perspiciatis occaecati,COULD,Joe,2,DONE
T6714,Vel vero dolor nemo reiciendis,SHOULD,Joe,15,DONE
T6715,Cupiditate perspiciatis fugiat,SHOULD,Joe,10,DONE
T6716,Placeat maiores dolorem praesentium quibusdam,SHOULD,Joe,2,DONE
T6717,Voluptas mollitia laboriosam accusamus,COULD,Natasha,15,DONE
T6718,Molestias beatae sunt ad consectetur,WISH,Joe,2,DONE
T6719,Quibusdam explicabo quisquam,WISH,Joe,10,DONE
T6720,Magnam adipisci dicta,WISH,Mike,10,DONE
T6721,Numquam sint ipsum necessitatibus ullam totam,COULD,Mike,1,DONE
T6722,Assumenda cum eaque inventore,SHOULD,Joe,2,DONE
T6723,Libero illo a numquam laborum nulla aliquam minima ab,COULD,Joe,2,DONE
T6724,Commodi dolores cum,SHOULD,Natasha,1,DONE
T6725,Ex dolorem,MUST,Joe,15,DONE
T6726,Expedita pariatur rerum vel maiores accusantium exercitationem,SHOULD,Joe,7,DONE
T6727,Expedita inventore delectus asperiores voluptate veritatis,SHOULD,Joe,10,DONE
T6728,Fugit delectus aut,SHOULD,Joe,15,DONE
T6729,Pariatur quos vero laudantium,WISH,Joe,7,DONE
T6730,Dolorum molestiae illo vel officia praesentium voluptatibus,SHOULD,Natasha,2,DOING
T6731,Veritatis esse culpa ipsam,WISH,Natasha,10,DONE
T6732,Blanditiis sunt odit aut cumque,COULD,Natasha,2,DONE
T6733,Sapiente molestiae sunt suscipit esse quae,COULD,Joe,2,TODO
T6734,Itaque reprehenderit commodi aut autem,SHOULD,Mike,1,DONE
T6735,Alias exercitationem dolor at ea qui qui corrupti fugiat maiores,WISH,Mike,7,DONE
T6736,Illo perspiciatis assumenda accusantium perferendis,SHOULD,Mike,7,DONE
T6737,Culpa quam illum modi,MUST,Natasha,1,DONE
T6738,Eius facilis quod cumque et ad dicta temporibus porro,SHOULD,Natasha,15,TODO
T6739,Cupiditate consequatur molestiae aperiam porro aspernatur asperiores consectetur,COULD,Joe,10,DONE
T6740,Ea consectetur rerum illo animi consequatur,WISH,Natasha,10,DONE
T6741,Nobis impedit consequatur,SHOULD,Joe,1,TODO
T6742,Consequuntur veritatis at,WISH,Natasha,2,TODO
T6743,Fugit quas accusantium odit ad repellendus quia nam ea,WISH,Joe,1,TODO
T6744,Consequuntur commodi placeat excepturi distinctio,SHOULD,Joe,10,DONE
T6745,Quam consequuntur nihil hic reprehenderit pariatur ullam alias ad id,WISH,Joe,10,DONE
T6746,Magni maiores tenetur eaque,COULD,Mike,15,TODO
T6747,Aperiam at laboriosam maiores fuga,WISH,Joe,10,DONE
T6748,Sapiente velit necessitatibus eius dolor consequuntur fugit provident facilis accusantium,SHOULD,Natasha,10,TODO
T6749,Doloremque harum vel est quos quaerat totam,COULD,Joe,2,DONE
T6750,Deleniti perspiciatis voluptates,COULD,Joe,7,TODO
T6751,Deserunt doloremque magnam nulla quisquam quos quam culpa,MUST,Mike,15,DONE
T6752,Ipsa unde ex reprehenderit distinctio,WISH,Joe,2,DONE
T6753,Aspernatur,WISH,Joe,10,TODO
T6754,Vero vitae maxime,SHOULD,Natasha,7,DONE
T6755,Quia dignissimos repellendus,WISH,Joe,10,DONE
T6756,Aspernatur amet eveniet dolor consequatur porro consectetur itaque esse,WISH,Natasha,2,TODO
T6757,Eius ut dolore neque rem,WISH,Joe,7,TODO
T6758,Officiis magni,SHOULD,Natasha,1,TODO
T6759,Asperiores delectus,WISH,Joe,10,DONE
T6760,Occaecati sit itaque officia,COULD,Mike,2,DONE
T6761,Sint nemo a amet quas ex quaerat expedita,COULD,Natasha,10,DOING
T6762,Pariatur aperiam neque eveniet temporibus nesciunt dolore,WISH,Mike,15,DONE
T6763,Deserunt aliquam esse aperiam vero,WISH,Mike,10,DONE
T6764,Eveniet fugiat perferendis nam,WISH,Joe,15,TODO
T6765,Ex debitis beatae repudiandae aperiam harum assumenda culpa soluta,MUST,Joe,15,DONE
T6766,Non vero quisquam dicta,WISH,Natasha,10,DOING
T6767,Voluptate impedit tenetur nisi,COULD,Joe,10,DONE
T6768,Fugit delectus hic dolorem aspernatur iusto in,SHOULD,Joe,15,DONE
T6769,Odit totam maiores ut vitae nobis,MUST,Mike,10,DOING
T6770,Nesciunt itaque,COULD,Mike,1,TODO
T6771,Vel porro nam sequi dicta minus,WISH,Joe,1,DONE
T6772,Dolor itaque architecto magni,WISH,Joe,10,DONE
T6773,Architecto molestias nisi eius cum,MUST,Joe,15,DOING
T6774,Ad quia quos officiis,WISH,Natasha,10,DONE
T6775,Alias repellat ab,WISH,Natasha,2,DONE
T6776,Voluptates optio magnam voluptatum nostrum temporibus voluptas atque,COULD,Joe,10,TODO
T6777,Dolor molestias commodi ea provident,WISH,Joe,15,DONE
T6778,Cum sapiente,MUST,Joe,2,DONE
T6779,Laborum molestiae incidunt minus quis,SHOULD,Natasha,7,DONE
T6780,Accusantium sed eveniet numquam,COULD,Joe,1,DONE
T6781,Minima quasi unde modi excepturi quisquam,WISH,Joe,15,DOING
T6782,Esse maxime neque fugit autem officia,COULD,Joe,1,DOING
T6783,Harum,COULD,Joe,2,DONE
T6784,Suscipit inventore voluptatum qui qui eum,SHOULD,Joe,2,TODO
T6785,Distinctio officiis dolor esse accusamus,COULD,Joe,15,DONE
T6786,Pariatur debitis amet,COULD,Natasha,2,DOING
T6787,Doloremque dolores voluptate veniam odit impedit,MUST,Natasha,15,DONE
T6788,Dolore culpa veniam et iste,COULD,Natasha,1,DOING
T6789,Hic ducimus,SHOULD,Joe,10,DONE
T6790,Quidem quisquam ipsam tempora,WISH,Natasha,10,TODO
T6791,Corporis molestias,MUST,Mike,15,TODO
T6792,Ullam mollitia blanditiis sint dolore,WISH,Joe,10,DONE
T6793,Facere eos corporis aspernatur architecto suscipit provident,COULD,Mike,7,DONE
T6794,Atque accusantium cumque totam eos illo sunt beatae,SHOULD,Joe,10,DONE
T6795,Illo delectus illum facilis a,COULD,Joe,15,DONE
T6796,Aliquid doloremque voluptate a quis,SHOULD,Joe,15,DONE
T6797,Saepe aspernatur molestiae soluta quidem recusandae sint facere,COULD,Mike,10,DONE
T6798,Consectetur dignissimos eaque ipsum repellat,COULD,Mike,1,DONE
T6799,Unde corporis et id quas illum quidem sapiente doloribus incidunt,COULD,Joe,10,DONE
T6800,Exercitationem quam iste,COULD,Mike,2,DONE
T6801,Veritatis quasi dignissimos pariatur totam aperiam perferendis itaque sunt,MUST,Natasha,7,DOING
T6802,Necessitatibus iusto saepe aspernatur,SHOULD,Joe,10,DONE
T6803,Voluptatum quibusdam dolore delectus magni deserunt delectus ullam nesciunt,COULD,Natasha,7,DONE
T6804,Esse culpa,MUST,Natasha,7,TODO
T6805,Sapiente est dicta a quisquam,COULD,Joe,2,DONE
T6806,Nesciunt architecto ipsum eaque,WISH,Mike,15,DONE
T6807,Laudantium ut similique,WISH,Mike,10,DONE
T6808,Assumenda officiis dolorem excepturi officiis blanditiis iusto ea accusantium,WISH,Natasha,15,TODO
T6809,Quo corrupti impedit occaecati aliquid unde non,COULD,Natasha,2,DONE
T6810,Consequuntur mollitia quam libero perferendis velit earum harum animi magni ex,WISH,Natasha,2,DONE
T6811,Est nesciunt,COULD,Natasha,7,DONE
T6812,Alias rerum,WISH,Mike,15,DONE
T6813,Optio quod molestiae consectetur assumenda,SHOULD,Mike,10,DONE
T6814,Inventore nam quidem enim,COULD,Mike,10,DONE
T6815,Similique eveniet reiciendis itaque numquam,SHOULD,Joe,15,DONE
T6816,Illum vel facilis voluptatem dolorum,WISH,Natasha,2,DONE
T6817,Error deserunt qui,COULD,Natasha,10,DONE
T6818,Quasi reiciendis voluptate,COULD,Joe,2,TODO
T6819,Ab odit eligendi facere,SHOULD,Natasha,1,DONE
T6820,Sunt perspiciatis cumque nisi,COULD,Natasha,1,DONE
T6821,Laboriosam rem voluptas impedit optio aliquam dolores,COULD,Natasha,10,DONE
T6822,Culpa numquam autem corrupti placeat rem asperiores consequatur,COULD,Natasha,7,DONE
T6823,Molestiae aliquam eos,COULD,Mike,3,DONE
T6824,Nemo dolor ex necessitatibus deserunt earum ab,WISH,Joe,10,TODO
T6825,Dicta nisi nulla ullam,MUST,Natasha,2,DONE
T6826,Reiciendis rerum quos sapiente et,COULD,Natasha,1,DONE
T6827,Eius iure cumque tempora fugit fugit perspiciatis,COULD,Joe,2,DONE
T6828,Necessitatibus consequatur aperiam fuga ex dolor cum nesciunt perferendis enim,MUST,Joe,7,TODO
T6829,Temporibus repudiandae ad distinctio non delectus,WISH,Natasha,10,DONE
T6830,Quaerat laboriosam perspiciatis at ratione nemo rerum officia veniam ipsa doloribus,WISH,Joe,1,DONE
T6831,Iste tempora ex dignissimos,SHOULD,Natasha,10,DOING
T6832,Accusantium doloremque,WISH,Joe,15,DONE
T6833,Maxime cumque,WISH,Joe,10,DONE
T6834,Ea placeat veritatis qui asperiores nisi,COULD,Joe,2,DOING
T6835,Nobis fugit adipisci a numquam harum vero,MUST,Joe,10,TODO
T6836,Dolores modi cumque,COULD,Mike,15,DONE
T6837,Cupiditate odio dolorem a dolore doloremque facere vitae,WISH,Mike,4,DONE
T6838,Ut ex dicta nulla recusandae,SHOULD,Joe,7,DONE
T6839,Placeat magnam perspiciatis autem natus tempora,COULD,Joe,15,DONE
T6840,Culpa voluptatibus autem,SHOULD,Joe,1,DOING
T6841,Ab quam tenetur nesciunt nam,SHOULD,Mike,1,TODO
T6842,Quis aut excepturi,COULD,Natasha,2,DONE
T6843,Laborum repellendus voluptas in iste,COULD,Joe,15,DONE
T6844,Nesciunt debitis,COULD,Natasha,10,TODO
T6845,Aliquam magni asperiores,WISH,Natasha,10,DONE
T6846,Dolores numquam,WISH,Natasha,1,TODO
T6847,Accusantium veniam recusandae dolore maxime accusamus incidunt eius aliquid,SHOULD,Natasha,15,DONE
T6848,Ad itaque,COULD,Natasha,2,TODO
T6849,Maxime suscipit rerum,SHOULD,Natasha,2,DONE
T6850,Porro quod quas odio molestias facilis,MUST,Natasha,10,TODO
T6851,Mollitia,SHOULD,Mike,10,TODO
T6852,Vero ab praesentium optio similique cumque,WISH,Mike,2,TODO
T6853,Vel mollitia atque,WISH,Joe,7,DONE
T6854,Dolores explicabo doloremque repellendus vitae commodi cum omnis,SHOULD,Natasha,10,DONE
T6855,Incidunt vero blanditiis debitis at,COULD,Joe,10,DONE
T6856,Dicta accusantium accusantium,WISH,Joe,10,DONE
T6857,Nemo possimus ipsa inventore cupiditate,WISH,Natasha,10,DONE
T6858,Excepturi iure soluta et repellendus,SHOULD,Natasha,7,DONE
T6859,Eius accusantium rerum molestias veritatis quo odio,SHOULD,Joe,10,DONE
T6860,Ipsam nemo,COULD,Mike,2,DOING
T6861,Ducimus eius ipsam repellendus ad possimus nam,COULD,Joe,15,DONE
T6862,Deserunt,WISH,Joe,15,DONE
T6863,Impedit nihil cum,WISH,Joe,10,DONE
T6864,Soluta quos veniam,COULD,Mike,7,DONE
T6865,Amet vero mollitia voluptatum eum,WISH,Mike,1,DONE
T6866,Autem porro et quisquam sapiente,SHOULD,Natasha,2,DONE
T6867,Delectus temporibus blanditiis suscipit consequatur ducimus occaecati,COULD,Joe,10,DONE
T6868,Veritatis optio nesciunt quidem atque asperiores neque laudantium,COULD,Natasha,15,DONE
T6869,Unde quae illum recusandae qui deleniti,SHOULD,Natasha,7,DONE
T6870,Dicta delectus totam officia nulla fuga eligendi assumenda non,SHOULD,Joe,10,DONE
T6871,Reprehenderit non,COULD,Natasha,1,DONE
T6872,Ex unde aperiam ab enim ex sequi quos doloremque,COULD,Joe,2,DONE
T6873,Iste nesciunt quaerat porro velit,COULD,Joe,15,TODO
T6874,Aspernatur laboriosam,COULD,Mike,1,DONE
T6875,Iusto officia aperiam,WISH,Mike,2,DONE
T6876,Ipsum numquam suscipit debitis,WISH,Joe,15,DONE
T6877,Dolore illo,COULD,Joe,10,DONE
T6878,Et praesentium debitis alias dolorem rem adipisci quis,SHOULD,Joe,2,DONE
T6879,Repudiandae quaerat neque veniam,WISH,Joe,15,DONE
T6880,Voluptatem temporibus veritatis accusamus,COULD,Mike,3,TODO
T6881,Sint sequi totam,WISH,Natasha,1,DONE
T6882,Eius a saepe consequuntur soluta,COULD,Joe,2,DONE
T6883,Cum odio aliquid architecto consectetur nesciunt necessitatibus facilis,SHOULD,Mike,1,DONE
T6884,Nemo explicabo eum porro,COULD,Mike,10,DONE
T6885,Voluptatem accusantium culpa nemo,MUST,Mike,10,DONE
T6886,Doloremque provident alias itaque debitis,MUST,Joe,10,TODO
T6887,Sint at possimus quod minus minima,COULD,Joe,10,DONE
T6888,Ut repellendus,SHOULD,Natasha,10,DONE
T6889,Animi ea libero,SHOULD,Mike,1,DONE
T6890,Assumenda doloribus et temporibus deleniti nam ipsam ut,SHOULD,Joe,7,DOING
T6891,Alias magnam consectetur rem veritatis ex ex,WISH,Joe,1,DONE
T6892,Quibusdam dicta aliquam corporis blanditiis,MUST,Natasha,15,DONE
T6893,Numquam magni sit ducimus tempora delectus earum,SHOULD,Natasha,1,TODO
T6894,Consequuntur blanditiis,MUST,Joe,2,TODO
T6895,Inventore autem,WISH,Joe,10,TODO
T6896,Maiores doloremque accusamus,WISH,Joe,15,TODO
T6897,Impedit sunt vero,COULD,Mike,15,TODO
T6898,Nam voluptatem magnam eum vitae suscipit,WISH,Joe,2,DONE
T6899,A necessitatibus,WISH,Natasha,4,DONE
T6900,Quo maiores ad ex aperiam asperiores quis,COULD,Joe,1,DONE
T6901,Repellat atque quae necessitatibus molestiae ad delectus quas cum,WISH,Mike,1,DONE
T6902,Eaque maiores tenetur qui culpa,SHOULD,Joe,10,TODO
T6903,Nam sit debitis excepturi recusandae,COULD,Joe,7,DONE
T6904,Suscipit praesentium ipsum accusantium similique fuga,COULD,Mike,7,TODO
T6905,Exercitationem recusandae doloremque,COULD,Natasha,7,DONE
T6906,Impedit possimus dignissimos nostrum,COULD,Mike,7,DONE
T6907,Iure necessitatibus,COULD,Mike,1,TODO
T6908,Officiis architecto natus,COULD,Natasha,7,DONE
T6909,Error corrupti adipisci officiis voluptate aliquam nisi sequi eos,WISH,Natasha,2,DONE
T6910,Nam tempora architecto voluptate quia,SHOULD,Natasha,15,DONE
T6911,Inventore dignissimos,SHOULD,Natasha,15,DONE
T6912,Illum tenetur illo pariatur incidunt,COULD,Joe,2,DONE
T6913,Officia placeat deserunt veritatis quae eius consectetur,WISH,Joe,1,TODO
T6914,Voluptatem vitae rem totam corporis quidem debitis quaerat quisquam,COULD,Joe,2,DONE
T6915,Labore quis ducimus modi est atque optio impedit,COULD,Mike,10,DONE
T6916,Aliquid beatae ut,COULD,Joe,10,DONE
T6917,Sapiente velit quis magni nemo odio debitis,COULD,Joe,10,DONE
T6918,Ut neque deserunt commodi voluptatem amet,MUST,Natasha,10,DONE
T6919,Voluptas iure veritatis dolores excepturi,WISH,Joe,7,DONE
T6920,Quo expedita qui,COULD,Joe,15,TODO
T6921,Cumque deserunt,SHOULD,Joe,3,DONE
T6922,Pariatur perferendis aliquid,COULD,Joe,2,DONE
T6923,Deserunt in dolorum voluptas nesciunt,WISH,Natasha,1,TODO
T6924,Voluptate facere fuga expedita pariatur,WISH,Natasha,2,DONE
T6925,Veritatis cum cum ad quibusdam accusantium,COULD,Natasha,2,DONE
T6926,Tempore quidem sit hic quae sint voluptatem nemo,WISH,Joe,10,DONE
T6927,Voluptates fuga nisi nihil voluptatum accusamus sapiente velit,WISH,Joe,7,DONE
T6928,Similique animi quasi itaque cupiditate voluptate,SHOULD,Natasha,10,DONE
T6929,Consectetur error dolore esse ratione labore dolore,WISH,Joe,10,DONE
T6930,Nobis rem,WISH,Mike,1,DONE
T6931,Similique dolor fugit dolores iusto itaque,COULD,Natasha,10,DONE
T6932,Commodi error assumenda alias deserunt vero est,WISH,Natasha,2,DONE
T6933,Ut animi corporis labore,MUST,Mike,10,DONE
T6934,Ullam accusamus delectus accusantium dolorum,SHOULD,Joe,15,DOING
T6935,Eum eligendi alias,MUST,Mike,10,DOING
T6936,Odio harum dolores placeat itaque,WISH,Natasha,15,TODO
T6937,Quisquam odit repudiandae,COULD,Natasha,2,DOING
T6938,Officia officia laborum rerum quibusdam,COULD,Natasha,2,DOING
T6939,Placeat accusamus ipsa aspernatur autem,SHOULD,Natasha,15,DONE
T6940,Magni cupiditate possimus provident tenetur neque dolore distinctio amet,MUST,Natasha,10,DONE
T6941,Est magnam voluptatem rerum,WISH,Joe,10,DOING
T6942,Praesentium veritatis rerum,SHOULD,Joe,2,DONE
T6943,Alias minus consectetur cumque,COULD,Natasha,1,DONE
T6944,Excepturi optio fugit autem laudantium voluptatibus ex,WISH,Mike,10,DONE
T6945,Quae voluptates distinctio soluta quaerat laboriosam,WISH,Joe,1,TODO
T6946,Id ipsum facilis dolore quisquam,COULD,Natasha,15,DONE
T6947,Provident reiciendis ullam atque quis esse tempore illum consequatur,COULD,Joe,10,DONE
T6948,Maxime ab voluptatem consequatur,WISH,Mike,15,DONE
T6949,Rem sequi,SHOULD,Natasha,1,DONE
T6950,At molestiae amet totam voluptatem possimus possimus ducimus sequi est,SHOULD,Natasha,2,DONE
T6951,Iure qui debitis,COULD,Joe,10,DONE
T6952,Pariatur error sit ab,SHOULD,Natasha,10,DONE
T6953,Repellat debitis facere a facere,WISH,Natasha,1,DONE
T6954,Sed officia nesciunt nam accusamus laboriosam hic nihil laudantium,COULD,Mike,10,TODO
T6955,Delectus quia officia laudantium occaecati,WISH,Natasha,15,DOING
T6956,Temporibus debitis,COULD,Joe,2,TODO
T6957,Quasi debitis exercitationem,SHOULD,Natasha,1,TODO
T6958,Aliquam sapiente iste,COULD,Natasha,1,DONE
T6959,Voluptates iusto totam repellendus,COULD,Natasha,10,DONE
T6960,Ratione necessitatibus repellendus nulla iste,COULD,Natasha,2,DONE
T6961,Culpa eveniet optio cupiditate corporis iure,WISH,Joe,10,DOING
T6962,Minima libero deserunt,SHOULD,Mike,2,DONE
T6963,Velit saepe beatae sint,SHOULD,Joe,7,DONE
T6964,Esse omnis recusandae nobis,COULD,Natasha,15,DONE
T6965,Id minus eum nisi laboriosam quisquam exercitationem vero,COULD,Joe,7,DONE
T6966,Iste consequuntur sit placeat officia commodi rem,WISH,Mike,10,DONE
T6967,Id inventore iste,COULD,Joe,15,DONE
T6968,Ea temporibus aliquid totam facere sed cupiditate,COULD,Joe,2,TODO
T6969,Ab fuga excepturi qui consequuntur qui molestias vitae vero neque,MUST,Joe,10,DONE
T6970,Maiores dolores molestiae animi similique,WISH,Natasha,2,TODO
T6971,A expedita,COULD,Natasha,7,DONE
T6972,Deleniti sint praesentium molestias reprehenderit perspiciatis magni,MUST,Natasha,15,DONE
T6973,Ipsam assumenda exercitationem at id error,MUST,Joe,10,DONE
T6974,Iste aliquid quibusdam rem pariatur tempore fuga,WISH,Joe,1,DONE
T6975,Quos eveniet aut expedita,SHOULD,Joe,2,DONE
T6976,Eius asperiores fugiat similique repudiandae ducimus iste,COULD,Mike,10,DOING
T6977,Aspernatur modi,COULD,Natasha,10,DOING
T6978,Quisquam amet nostrum eaque,WISH,Joe,1,TODO
T6979,Omnis illo officia autem totam quos,SHOULD,Natasha,2,DONE
T6980,Nobis quia eveniet,SHOULD,Joe,10,DONE
T6981,Accusamus atque,COULD,Natasha,10,DOING
T6982,Velit voluptatibus quo natus quia ex,SHOULD,Joe,15,DONE
T6983,Tempora eligendi laboriosam autem dolor mollitia rerum est animi,SHOULD,Natasha,10,TODO
T6984,Modi placeat nulla corrupti reprehenderit non doloremque facilis,COULD,Mike,10,DONE
T6985,Quaerat mollitia culpa id commodi reiciendis alias autem,WISH,Joe,2,DONE
T6986,Similique veniam maxime repellendus,MUST,Joe,15,DOING
T6987,Voluptas dolores placeat maxime illum fugit iure,COULD,Natasha,15,DONE
T6988,Minus blanditiis mollitia maiores maiores ipsum commodi hic,COULD,Joe,3,TODO
T6989,Soluta nulla eum quibusdam esse aliquam consequatur quasi,WISH,Natasha,2,DONE
T6990,At velit fuga distinctio dolore sit,SHOULD,Mike,10,DONE
T6991,Sunt doloremque voluptas tempora soluta asperiores vel,MUST,Joe,1,TODO
T6992,Quos distinctio,MUST,Mike,7,DOING
T6993,Recusandae reprehenderit molestias,WISH,Joe,15,DONE
T6994,Necessitatibus dignissimos culpa consequatur sequi eos error,WISH,Mike,2,TODO
T6995,Maiores ipsum id accusantium dignissimos qui soluta ipsam quo,WISH,Joe,10,TODO
T6996,Nulla illo totam odit,COULD,Natasha,15,TODO
T6997,Atque incidunt sit,COULD,Joe,2,DOING
T6998,Commodi magni in ipsum tenetur ullam velit beatae error,COULD,Joe,1,DONE
T6999,Exercitationem beatae quos enim,WISH,Joe,10,DONE
T7000,A pariatur rerum iure vero eveniet,SHOULD,Joe,2,DONE
T7001,Doloribus quae alias fuga,SHOULD,Mike,2,DONE
T7002,Explicabo iure porro quas maxime,WISH,Natasha,1,TODO
T7003,Voluptates tempore vero consequatur,WISH,Joe,2,DONE
T7004,Doloremque quidem error cupiditate,COULD,Joe,10,DONE
T7005,Facilis voluptatibus aspernatur est minus illum beatae molestias,COULD,Joe,10,DONE
T7006,Facilis,COULD,Joe,10,DONE
T7007,Quisquam quidem reiciendis,COULD,Natasha,2,DONE
T7008,Repellat ad reiciendis exercitationem omnis vero,COULD,Joe,2,DONE
T7009,Consequatur eveniet fugiat sunt dicta eius veritatis et,COULD,Joe,2,TODO
T7010,Dolores sapiente officia labore provident saepe ad veniam,WISH,Joe,10,DONE
T7011,Quia aliquid aliquid deleniti,COULD,Natasha,1,DONE
T7012,Expedita dicta nulla quam ipsam recusandae occaecati sunt,COULD,Mike,15,DONE
T7013,Facere necessitatibus saepe libero dolorem voluptas beatae blanditiis,MUST,Natasha,10,TODO
T7014,Blanditiis quod temporibus accusamus quae,SHOULD,Natasha,10,DONE
T7015,Officia sequi a iure,WISH,Joe,1,DONE
T7016,Eos doloribus eum accusantium cum perferendis,SHOULD,Joe,2,DONE
T7017,Neque praesentium vel,WISH,Mike,10,DONE
T7018,Exercitationem autem voluptate quam inventore animi quae asperiores,WISH,Joe,10,DONE
T7019,A voluptatibus inventore id adipisci,MUST,Joe,1,DONE
T7020,Quidem non quo vero natus,SHOULD,Joe,3,DONE
T7021,Voluptates officia repellendus architecto,COULD,Mike,10,TODO
T7022,Dolore nam sint libero eaque id,WISH,Natasha,7,DONE
T7023,Amet non quaerat,WISH,Natasha,2,DONE
T7024,Hic sed tempore soluta nemo eaque excepturi,COULD,Natasha,2,DOING
T7025,Vero expedita explicabo iure,COULD,Mike,1,TODO
T7026,Perspiciatis porro iste adipisci,WISH,Natasha,7,DONE
T7027,Pariatur dolor,COULD,Joe,1,TODO
T7028,Eius inventore id ad pariatur repellendus,WISH,Joe,2,DONE
T7029,Porro maiores alias,MUST,Natasha,1,DONE
T7030,Porro culpa voluptatem iure,WISH,Natasha,1,DONE
T7031,Laudantium labore corrupti assumenda atque suscipit temporibus sapiente,COULD,Joe,2,DONE
T7032,Illum nemo nihil non numquam voluptate magnam,WISH,Mike,1,TODO
T7033,Adipisci eum maiores sequi,WISH,Joe,10,DONE
T7034,Non atque cupiditate cum cum labore delectus,COULD,Natasha,10,DONE
T7035,Accusamus facilis temporibus aut,COULD,Joe,1,DONE
T7036,Veritatis rem,SHOULD,Mike,1,DONE
T7037,Fuga suscipit doloribus,SHOULD,Natasha,2,TODO
T7038,Architecto saepe aspernatur,COULD,Joe,1,DONE
T7039,A veritatis suscipit qui ipsa ducimus,MUST,Joe,7,DONE
T7040,Itaque possimus labore nulla alias consequuntur mollitia,SHOULD,Joe,10,DOING
T7041,Natus nulla commodi,WISH,Mike,10,DONE
T7042,Eligendi quasi assumenda esse nesciunt accusamus,MUST,Natasha,10,DONE
T7043,Dolor harum quo aliquid aperiam voluptatum saepe repellendus,SHOULD,Joe,15,TODO
T7044,Officiis ab quasi,SHOULD,Natasha,1,TODO
T7045,Unde amet voluptatibus quod quasi quos omnis exercitationem cum,COULD,Joe,7,DONE
T7046,Nihil aperiam ducimus eligendi exercitationem quaerat quas,COULD,Joe,15,DONE
T7047,Incidunt laudantium facilis molestiae nesciunt delectus,MUST,Joe,15,DOING
T7048,Deserunt impedit quae dolorum illo,COULD,Joe,2,DONE
T7049,Perferendis qui dolores,WISH,Natasha,15,DOING
T7050,Occaecati tempora asperiores odit error modi,SHOULD,Joe,2,TODO
T7051,Ipsum quisquam perferendis hic dolores quae at aspernatur unde quia,COULD,Natasha,10,DONE
T7052,Vel magnam,COULD,Joe,10,DONE
T7053,Suscipit temporibus eius amet,SHOULD,Joe,1,DONE
T7054,Fuga soluta,WISH,Mike,1,DONE
T7055,Doloremque eos mollitia,COULD,Joe,15,DONE
T7056,Aut maiores esse optio fuga asperiores,COULD,Joe,10,DONE
T7057,Ipsum accusamus dicta,WISH,Joe,2,DONE
T7058,Quam laboriosam provident modi,MUST,Joe,10,DOING
T7059,In ad deserunt,COULD,Natasha,2,DONE
T7060,Aspernatur provident illo nisi hic vitae,SHOULD,Joe,7,DONE
T7061,Odit sunt sint,MUST,Natasha,10,DONE
T7062,Necessitatibus deleniti quidem aperiam,COULD,Joe,1,DONE
T7063,Officiis ab amet,WISH,Natasha,10,DONE
T7064,Dolorum veritatis voluptatum numquam,COULD,Natasha,10,DONE
T7065,Earum quis hic pariatur,COULD,Joe,2,DONE
T7066,Repudiandae nemo explicabo a aperiam aperiam consequatur,COULD,Joe,1,DONE
T7067,Neque saepe recusandae pariatur soluta beatae autem impedit exercitationem,COULD,Joe,1,DONE
T7068,Recusandae minima,MUST,Mike,1,DONE
T7069,Blanditiis excepturi laborum,WISH,Natasha,1,DONE
T7070,Earum error saepe qui quas,SHOULD,Natasha,10,TODO
T7071,Enim illo atque quos consectetur commodi,WISH,Mike,15,DONE
T7072,Cumque modi quibusdam,COULD,Mike,1,DONE
T7073,Deleniti quo provident sint sequi expedita ullam,WISH,Natasha,10,DONE
T7074,Incidunt possimus voluptates soluta molestias,COULD,Mike,7,DONE
T7075,Minus sit itaque,WISH,Joe,10,DONE
T7076,Non nesciunt,COULD,Mike,10,TODO
T7077,Inventore nulla labore,SHOULD,Mike,7,DONE
T7078,Magnam delectus error,WISH,Natasha,1,DONE
T7079,Possimus ratione ipsam perferendis,WISH,Natasha,10,DONE
T7080,Ut nam libero cum a laborum occaecati alias,WISH,Joe,15,TODO
T7081,Dolorum et reiciendis tempora voluptatum voluptatibus,COULD,Mike,10,DONE
T7082,Voluptatibus eos molestiae,COULD,Mike,7,DONE
T7083,Numquam et beatae eos ad veniam,COULD,Natasha,2,DONE
T7084,Similique ipsum necessitatibus,COULD,Joe,15,DONE
T7085,Libero iste occaecati eligendi fugit ut earum reprehenderit,WISH,Joe,15,TODO
T7086,Quae libero quis,SHOULD,Joe,1,TODO
T7087,Dolore laborum,WISH,Joe,1,DONE
T7088,Suscipit neque,WISH,Natasha,10,TODO
T7089,Ex recusandae facere soluta,COULD,Mike,15,DONE
T7090,Fugiat rem optio,WISH,Mike,10,DOING
T7091,Ab quis,COULD,Joe,15,DONE
T7092,Mollitia laborum debitis error tenetur aperiam,WISH,Mike,2,DONE
T7093,Officiis aperiam voluptates in,COULD,Joe,10,DONE
T7094,Iste incidunt tempore aperiam dolorem consequatur minima est quos,COULD,Joe,15,DONE
T7095,Quis dolorem optio eum,SHOULD,Joe,2,DONE
T7096,Debitis in in illum aperiam quo occaecati beatae ullam,COULD,Joe,1,DONE
T7097,Impedit consequuntur eligendi fugit a,SHOULD,Mike,2,DONE
